0,1.0,5.1620223e-12,1.3008244e-12,7.7075545e-17,1.1037259e-08,1.7061051e-13,4.5702273e-09,3.6397448e-12,4.5516346e-10,7.8100815e-09,
1,4.288416e-05,2.3734282e-08,0.0002558737,0.00030576036,3.1446298e-06,1.3850913e-06,0.992176,0.007059087,0.00012837384,2.7505497e-05,
2,5.2909076e-08,0.00010899909,9.790702e-10,0.99989057,1.8696808e-08,1.4883063e-09,2.7679445e-09,4.0096532e-07,1.3625184e-08,2.4875855e-09,
3,1.9810494e-12,2.9047821e-06,5.163032e-12,1.246894e-09,0.99999714,1.3490492e-10,1.3689069e-13,2.6213496e-14,3.32508e-14,1.3737544e-12,
4,0.0002650174,0.99693274,7.466573e-07,0.0027946406,1.1782505e-06,1.0344041e-06,1.4343786e-06,2.7570275e-06,5.6470594e-08,3.7668306e-07,
5,5.500384e-09,6.757025e-09,1.0118805e-11,1.0,6.7831607e-09,1.0919292e-11,6.543146e-11,7.482798e-09,1.7351118e-10,7.157541e-11,
6,0.9999951,7.701835e-12,1.0236876e-08,2.457122e-09,6.1862187e-07,3.2930825e-09,2.7957722e-06,3.2075427e-08,8.2073893e-07,5.572667e-07,
7,1.1179695e-05,0.7145326,3.2082422e-08,0.28536704,8.896318e-05,2.1076959e-08,5.4297548e-08,6.011716e-08,4.5701123e-09,6.465133e-09,
8,3.9478465e-09,4.777788e-05,4.863778e-08,0.9999467,3.5103283e-06,1.2845231e-07,3.0457613e-07,1.3749018e-06,5.029766e-08,1.100915e-08,
9,1.3273947e-05,0.8213793,4.3522888e-07,0.178298,0.00030334527,3.709275e-07,2.3643822e-06,5.708218e-07,1.8387608e-08,2.2927966e-06,
10,6.906895e-07,0.9933209,2.9241088e-05,0.0063998923,6.575325e-05,0.00013044535,1.3748878e-05,3.88097e-05,1.6512772e-07,2.5870145e-07,
11,0.00056945736,1.6785864e-11,0.3233951,1.936271e-09,0.05633882,0.0003301739,2.0975142e-06,2.7043354e-05,0.00013683377,0.6192004,
12,0.00013544118,0.045341663,5.443251e-08,0.95433843,7.2360854e-05,2.1738199e-08,8.643562e-05,6.0906377e-06,1.9329518e-05,7.113787e-08,
13,9.0435105e-07,2.4489717e-07,4.2330756e-10,0.99999607,2.7072135e-06,3.0757624e-10,3.144666e-08,2.5944747e-08,3.1012064e-09,1.6726427e-10,
14,3.5151257e-07,5.2448915e-08,5.065459e-13,0.99999964,9.450753e-13,8.140916e-11,2.4438695e-08,1.8048564e-10,1.8073283e-08,5.1217225e-12,
